verb	compound	total
saavama		2
õpima	edasi	12
kehtma		1
püürma		1
eluma		4
ignoreeruma		1
tas_akaalustama		2
kammima		7
puhtuma		1
vihutama		1
andma	ees	1
ette_pandud		1
jäitma	rahul	1
meeldema		2
jaatma		1
olema	pärast	1
režiseerima		1
laenema		2
näitkema		1
töötama	üle	1
öeldama		16
vallima		6
ärrituma		2
registreerima	läbi	1
meeldama		1
aru_anne		1
otsutama		1
käima	ringis	1
kostama		4
kastama		1
jäätma	rahule	1
jäima	rahule	1
loodama		6
jääma	läbi	1
tehama		2
laasema		1
käitama		1
sellgima		1
osukama		1
teema	vastu	1
kuutama		1
õmblema		5
meeldinama		1
retušeerima		1
hakkma		1
mittemeeldima		1
läbirääkima		1
selletama	ära	1
kallama		1
palutama		1
laks		5
tahma		4
tulima	välja	1
meeldima	vaja	2
meelduma		2
avalema		2
andima		1
harima	edasi	1
tekkima	katki	1
töötuma		2
käskima		4
töötlema	läbi	1
tulema	valja	1
kaasa_kisk		1
suhtma		1
interjueerima		1
arutlema	üle	1
vöttama		1
olema	nöus	1
kontroleerima		3
pahastama		1
mängima	välja	1
jatama		1
kohtu=nu		1
jääkama		1
tullema		6
tullem		1
hirrmutama		1
ütema		2
kaalduma		3
lugupidama		6
kanatama		2
viiskama		3
saama	taha	1
reguleerima		4
viibima	läbi	1
mestma		1
hukkama		2
korralema		8
koormama		3
korradama		1
Kristin		1
otsitama		6
fikseerima		2
koht		1
tervitsema		1
seisma	kõrval	1
prillima		1
kehtav		1
ett_evalmistuma		9
astutama		1
tasa_kalu		1
taiendama		2
õpima	juurde	1
msakama		1
laendama		6
ümberehitama		1
jääma	vahele	7
tanama	ette	1
ollema		1
poovima		1
paksma		1
jääma	tagasi	1
täpsema		2
pakuvama		1
tuppima		1
elluma		1
väjama		1
oppima	edasi	2
tanuma	ette	1
soltuma		1
lasema		2
telema		1
hingatama		1
sull	vaja	1
peatma		1
jooksma	maha	1
vaidlema	üle	2
sillutama		1
hangima		1
ette_valmistab		3
võttame		2
sisalduma		1
ootma		8
seltsima		1
kogenema		1
valima	peal	1
lõppe=v		1
ruttuma		1
suunima		1
planeerima	ära	1
konsentreerima		3
valima	edasi	2
sovima		2
tötma		2
tänäma		1
tähenama		1
polema		1
hilenema		1
struktureerima		1
ettevalmistama		18
võima	vaja	2
maksma	kokku	5
kuuludama		1
rahastama		1
lihvi=tud		1
astuma	edasi, sisse	1
vontitama		1
teotama		1
astuma	edasi	3
planema		1
tapsustama		3
kaotma		2
vajama	edasi	1
kauma		1
täpsestama		2
kontsentreeruma		10
Ootama		1
õli		1
arvama	vaja	2
vaatama	ümber	1
tulema	valmis	1
valitama		3
täpsetama		1
liikuma	läbi	3
õpp		1
modustama		1
õpetuma		1
kasutatama		1
pöörduma	poole	1
mõtlema	edasi	1
tahkma		4
teadma	vaja	2
näiteks		1
tunnuma		2
säästama		1
üttlema		4
laenma		1
seouma		1
arenenud		2
degradeerima		1
tõstma	ülesse	2
õppema	edasi	1
nägu		2
ümber_mõel		1
läibima		1
likuma		1
mentorima		1
ö_öed		2
probleemitsema		1
jääma	edasi	1
soritama		7
harastama		1
ütelma		4
sorteerima		5
paha		1
raisama		34
võtma	vaja, maha	1
laijama		1
lähtema		1
välima		1
mõtlema	nõus	1
maksma	eest	1
võte		1
töotama		2
mõitma		1
õpetama	edasi	1
puutud		1
soodsama		1
keeruma		2
tõstama		2
ühistama		1
soovituma		1
olema	edasi, vaja	1
aru_saad		1
õppima	välja	2
tulema	tarvis	1
tuldma		1
kaasaitama		1
tegev		1
kesnema		1
arenguma		1
digradeerima		1
suundama		1
keema		1
pahanema		5
olema	vaja, edasi	1
mõte=tud		1
astuma	sisse, edasi	1
oskuma		2
kontsentreerima		9
õpitavaidma		1
kandeerima		1
läiendama		1
distiplineerima		1
vailma		1
ippima		1
arusaama	vaja	1
sisse_astuma		1
ootas		1
proovima	vaja	1
ütellma		1
lälgima		1
pakkuma	vaja	1
tahav		1
kappuma		1
öeldu		1
tunnima		2
viskama	välja	1
lihtsama		1
oema	vaja	1
hakka		1
ise_koostnud		1
õbima		1
spetsialiseerima		1
manduma		1
jäganema		1
tegema	tõttu	1
tähindama		1
korrdama		1
idtma		1
haritud		3
jõuama		2
saksima		1
tõimuma		5
valima	ette	2
teatud		1
lühem		1
pakkuma	nõus	1
huvia=tud		1
analüseerima		2
soovikma		1
saama	moodi	2
seotma	kokku	1
õppima	nõus	1
erudeerima		1
sugema		1
plaan		2
olema	väja	4
arutlema	külge	1
laskma	üle	1
jäätkema		1
olema	poolt	1
vaidma		1
rikkastama		2
pakuv		1
sooritama	läbi	2
ülesehitama		1
viima	kohale	1
kirustama		2
ette_valmistama		3
vetma		4
rühmama		1
sõltima		1
sadev		1
õhtuma		1
üürima		1
tuubima		1
noogutama		1
kergenduma		1
tommama	välja	1
sisse_asutama		1
tegima	edasi	1
eba_õnnestama		1
tulema	rahul	1
balanseerima		4
eba_õnnestuma		95
tegema	ara	1
hindama	alla	2
eba_õnnestus		36
puttuma		1
kulgama		2
solvuma	ära	1
vaikustama	vaja	1
soolvutama		1
pühendatuma		1
kavandama		1
andma	nõus	1
nägema	valja	2
ruttama		2
võrreldama		1
lahatama		1
identifitseerima		1
maksma	välja	4
mõel=dut		1
jooksma	laiali	1
kurbustama		1
tegidma		1
arutlama		2
mahlma		1
kaebus		1
buss		1
baseerima		1
teavaima		1
kokkutama		1
tutvudama		1
ülatama		4
ettevalmistuma		1
ette_nähtud		1
lobuma		1
maletama		5
selitama		1
prüükima		2
pakkuti		1
mineme		2
soendama		1
vigastuma		2
karistama		10
trotsima		1
lahtuma		1
lükama	edasi	1
aduma		1
seisma	vastu	1
madalama		1
tuudma		1
võttma	kaasa	4
nuttama		6
kutma		1
toimund		1
puhuma		9
langetama		3
suudma		2
tähistama	ette	1
osalus_tasu		1
teevama		1
viga		1
võtima	kaasa	3
võtma	kasa	2
pidutsema	edasi	2
jättma		2
käiä	tagasi	1
veestluma		1
küsitama		8
rägema		3
organiseeima		1
alustame		1
ettenähtama		1
translerima		1
suletama		1
usuldama		2
öeldma		3
keelatama		1
lubama	sisse	1
Siis_võib		1
kukkuma	ümber	1
kägistama		1
kulatama		2
kahjuma		1
õnnestama		4
lükkama	ümber	1
viima	välja, läbi	1
rõhuma		1
arvama	edasi	1
helistama	tagasi	1
murutsema	eest	1
haigenema		1
spikerduma		1
öeldane		1
käima	tagasi	1
lõpetu		2
nõuama		2
kontrolleerima		2
spordima		1
kirjutama	koos	1
seisma	kohale	1
kätuma		1
üle_hindama		1
laitma		4
kiidma		1
tugema		2
tegema	kinni	3
jätkas		1
satma		1
postima		5
veetma	edasi	1
kiitama		1
nurjuma		1
koos_kõlasta=tud		1
naeratama	vastu	1
makstama		3
laiskma		1
võtlema		2
võraldama		1
sügelema		1
klappima		2
tasuma	tagasi	1
pidurama		1
tänama	eest	1
nentima		5
puuduma	kokku	3
söökima	edasi	1
tekkinema		1
ütlema	nõus	1
makstma		1
lõpuma		1
kuri_tarvitav		1
analiseerima		2
ebapüsima		1
eba_õnnestunud		3
mõtlema	vaja	1
tegema	alla	1
jäägama		1
saama	kinni	1
esima		2
stabiliseerima		2
jälgima	üle	1
kiirustuma		1
müüma	ära	1
lükkama	edasi	8
karjuma	peale	2
väidlema		2
paluma	tagasi	3
liama		1
loodma		3
minema	hukka	2
presenteerima		1
müüdma		1
ollema	nõus	1
seotuma		3
hoidma	kaasa	1
rikuma		1
valuma		2
sissestama		2
vaaduma		1
liigutama	edasi	1
tulema	järgi	2
kutsuma	kohale	1
legaliseerima		1
saadama		2
korralduskomiteeinformeerima		1
ooma		1
esitlema		4
otsus_tasi		1
esinema	ära	1
lahetma		1
korregeerima		1
käsitma		1
koguma	ringi	1
rääkima	läbi	2
arvastama		2
lubama	vastu	1
kolima	sisse	1
kretiseerima		1
läbi_viimata		1
jääma	ara	1
läkma		1
lubasma		1
vaieldama	edasi	1
lendama	välja	2
lepppima	kokku	3
lahandama		1
salvama		1
ülema		1
rääk		2
muudma		1
rietama		1
eba_õnnestu		1
haigestama		1
lähtima	ära	1
tutvustuma		2
kommenteerima		3
korjama	välja	1
lõpp		1
luubama		1
luugema		2
organisserima		1
arvama	ära	3
juudlema		1
looma	täis	1
õnnestus		1
plaanerima		6
äritama		1
pidu		1
rääkima	vastu	1
tuu_aks		1
saama	katki	1
pidama	edasi	1
juht		2
viiruma		1
sapp		1
üle_vaatav		1
vaeldama		1
ööeldama		3
solvaata		1
evima		2
piduma		1
aranema		1
publiseerima		1
ebõnnestus		1
uppuma		4
tooma	ära	2
meelgima		2
kaldama		1
tappma		1
nägema	ümber	1
annma		2
siilima		1
taksma		1
vanetama		1
alvaldama		1
küsima	tagasi	1
väljandama		1
ignorerima		1
lahendama	ära	8
taas_kalustama		1
mõtlema	peale	1
anema	tagasi	1
regaeerima		1
kaodma		1
vijama	läbi	1
tuema		2
kiirema		2
teatavima		1
vastutama	vastu	1
ütelema	välja	1
naerma	üle	1
tulema	edasi, välja	1
muretma		3
jooma	sisse	1
ettetama		1
mõitlema		1
korraldane		1
avalvama		2
meenustama		1
öeldam		1
jööma	kaasa	1
näerama		2
stemuleerima		1
konfiskeerima		2
tegema	kokku	3
tegema	katki	2
kulutama	kokku	1
torema		1
minema	lahku	3
minema	käsile	1
valmistuma	edasi	1
rendima		1
jätma	vahele	3
pidama	ära	1
arvatama		2
filtreerima		1
vihatsema		1
lennutama		3
treen		1
vastudama		1
jaguma	kaasa	1
jooksema	ära	1
üle_kaaluvnd		1
kompinseerima		1
päästama		1
kokkulepisema		1
jäätkama	edasi	1
lastma		3
rääkima	ümber	1
arvama	sisse	1
pärssima		1
võidma		13
rakima		2
tunndma		1
näma		1
näima	välja	1
kirjutama	taga	1
valitama	välja	3
ürituma		1
regestreerima		3
vedema		2
lisaama		1
tutvutama		3
teima		1
trevitama		1
vali		6
looma	välja	1
uurima	vali	1
registreeriema		1
osalema	koos	1
trüükima		1
tutvusma		17
hataakne		1
mõle=dud		1
olema	vajad	1
tutvustatama		2
jutusma		3
valima	valja	4
kirjutama	ära	1
tahtma	välja	2
*tutvusma		1
*esinema		1
*registreerima		1
mõelduma		1
mäng		2
naerama	üle	1
heelistama		5
mäigima		1
tahtma	ära, ara	1
teaksima		2
lõpetatama		1
organeseerima		1
tuttav		2
reegistreerima		3
registreerima	kohal	1
aid_aks		1
hakatama		1
nimitama		1
leitma	sisse	1
päästma	välja	1
peidma		1
nõima		3
sõbima		1
kestima		4
sõpruma		1
regestreeruma		1
otsema		1
tapetama		1
leadma		1
hilistama		1
lähima		1
pääsema	edasi	1
ktusuma		1
lahe		1
aulama		1
surima		1
aitäh	eest	1
tuttama		1
kutsuma	koos	1
avatma	välja	1
osalema	nõus	1
pästma		1
käituma	moodi	1
manguma		1
riigilea_bista		1
armastuma		1
näidama		1
eninema		1
regisdreeruma		1
niitunduma		1
lammutama		2
plahtama	ära	1
tehgema		1
registreruma		2
koorraldama		1
hadma		1
regustreerima		1
tiab		1
tutsuma		1
näama	välja	1
arvama	peal	1
kirjutanuma		1
üritus		1
mängiv		1
suurema		1
registreerama		1
Than		1
kirjatama	poole	1
mõeltma		1
päevm_õelnud		1
Ljuda		1
käep		1
teidma		1
kuskuma		1
rääkma		1
tere,paluma		1
odama		1
minuga,paluma		1
tansma		3
saama	kaasa	2
võima	kaasa	1
esinema	kaasa	1
info:helistama		1
esindema		1
eurot.tulema		1
istuda.palun		1
maskama		6
tiimuma		1
kutsn		1
helitama		2
tantsida,mängima		1
tanstima		1
rutuma		1
esinama		3
kaks.toimuma		1
tuulma		1
tetah		1
.tulema		1
kohnuma		1
tulete.ootama		1
esinma		1
söitma		2
tere,tahama		1
toimema		2
esenima		1
nõus,helistama		2
matahan		1
ktsuma		1
maksuma		1
ui		1
euri.otama		1
kontserdile.ootama		1
!lootma		1
esinebev		1
esinelama		1
esnema		1
kasa		1
kitjutama		1
toiuma		1
hoopima		1
võt_ta,s		1
lähen,_lähm		1
masama		1
helistama	nõus	1
eest,ootama		1
huuvitama		1
insteneerima		1
laultma		1
võitama		4
lpidama		1
´käsima	üles	1
tahtmd		1
toi_mub.ne		1
tuglma		1
ütelg		1
esinev		1
kevadekonsertile.ootama		1
l’hema		1
toimub.ma		1
tasutama		1
tulidma		1
keestama		2
uusuma		1
tulltma		1
tomiuma		1
tlema		1
osalevma		1
au_tasustama		1
pood		3
seisma	ümber	1
rääkima	tasa	1
puhhama		1
konflikteerima		1
selgetama		3
tullima		2
röögima		2
Esmas_päeviti		1
loetma		1
kirjendama		2
lejama		1
minema	sassi	3
nerveerima		1
vaadma		2
avatma		2
formuleerima		1
proovisema		1
avutama		1
olgu..		1
avatuma		3
luguma		1
luugem		1
reservima		1
avatud		2
aavama		1
äraseletama		1
degusteerima		2
väsitama	ära	1
aruma		1
olema	lahti	1
tõlkama		1
näeratama		2
proovema		1
pakema		1
sööma	koos	4
küsisima		2
lugemis_osa		1
vasima		1
ehima		1
jüüma	edasi	1
naagima		2
naema		1
üteldama		1
vaatama	kaasa	1
kohvik		1
istuv		1
kaima	ära	1
lipton		1
tulama		1
tapama		2
aitama	rahul	1
õppima	eest	1
pakkuma	kokku	1
naagima	välja	1
dekoreerima		2
loetama		4
raske		1
saiama		1
vaada		2
vaidatu		1
suhelda/rääkima		1
kirjutma		2
dikoreerima		1
pannma		2
selgema		1
röökima		1
lobima		1
sima		1
jooma	rahule	1
käi=nud		1
avama	välja	1
lahema	ära	1
saama	rahul	2
saama	käsi	1
teeninma		1
tina		1
sööma	kohal	2
ooksma		3
oostma		2
maksav		1
mateverima		1
pühkama		1
öppima		2
lepppima		2
päikepaistma		1
arrvama		1
kääs		1
ost		1
meletama		2
õooima		1
süüia		1
kooma		1
saia		2
tahan_kut=sud		1
korekteerima		1
rääkimis		1
vaatama	sisse	1
kohvi_kuda		1
kutsuma	kaasas	1
tukuma		6
haukuma		10
karjuma	ära	1
istuma	peale	1
tukk		1
tukkuma		1
munema		1
roomama		12
jooksema		17
sõjtama		1
libisema		14
keksima		10
sõjtma		1
nõid		3
keksma		1
hüppama	ära	3
ussutama		1
taha		1
varema		2
melgima		1
kaituma		2
karkama		1
lenama		1
kõndima	ära	1
ronima	välja	1
kukuma		4
hagama		1
ujuma	ära	1
mänima		1
lääma		1
ujuma	tagasi	1
tõmbama	välja	1
nuttma		1
tooma	tgasi	1
panema	maha	1
korama		1
käisma		2
aolema		1
jaultama		1
vaatima		1
kõima		1
mengima		1
lähnuma		1
anndma		1
ostsima		2
antma	tagasi	1
vrlema		1
tulinema		1
allema		1
luema		1
sünnima		1
tiputama		1
ütelsima		2
öldma		1
näe_relm		1
süööma	ära	1
süööma		3
Oleksei		1
soma		2
hägi		1
maj		1
kireldama		2
kirildama	ilma	1
kirellma		1
kereildama		1
keerama	ümber	1
panea	kokku	1
võttama	ära	1
käisima		10
läksima		1
helistasima		1
istuma	kohal	1
spikerdama		1
karjutama		2
!paluma		1
istu		1
puutuma	!ära	1
laulama	!ära	1
laisklema		1
suitsutama		2
raagus		1
lähsima		3
ei		1
röhtima		1
häälitsema		1
panema	lahti	1
jooksta		1
kiikuma		2
jooksima	ära	1
ümber_sõnastama		1
maguma		1
apelsima		1
laste_aed		1
olema	tasa	1
leib		2
magan		1
langema	ära	1
pomama		1
tee	lahti	1
arvama	kokku	6
lahke		3
pese		3
piimama		1
sõber		2
koristama	kokku	2
istuma	koos	2
kummardama		4
plaksutama		5
raputama		1
tahtma	kinni	1
sadab		1
paluma	kokku	1
Eta		1
küsima	edasi	1
budem		1
valima	ringi	3
meelma		1
teegima		3
tahtma	ringis	1
joonista_me,räägim		1
tutvusama		1
joonistansema		1
jooistama		1
minuma		1
tahakama		1
tantsima	ringi	1
alusama		1
ilus,_kiri		1
soojama		1
joonistada.ma		1
reedel.joonistuma		1
tulistama		1
sest,ma		1
Venema		1
savima		1
appima		2
kirjutaama		1
mepr_ogrammerim		1
melldima		9
käsi		2
programmema		1
jonnistama		1
joon_istame,maalim		1
tea.mina		1
onistama		1
maasikas		1
tantsutama		1
tähtma		1
kaama		1
kirtutama		1
lelidma		1
atahtma		1
harjutusi,jooksima		1
õppiema		1
tjimuma		1
koos,räägima		1
käaima		1
trenn		3
näägema		1
alustama	ringi	1
tantima		1
minema	ringi	1
registererima		1
pääsa	sisse	1
tõuma	ülesse	1
pähama		1
õudma		1
söömema		1
meeldsima		1
bussima		1
jääma	vaatamata	1
asuma	kohal	1
kurbuma		1
jõudma	kohal	1
loobitsema		1
visiteerima		1
sõitma	kohal	1
planerima		1
tulsima		1
elastama		1
saine		1
tahasima		1
sõit		1
kestma	tagasi, kokku	1
kukkus	välja	1
kindima		1
näima	ette, ära	1
elama	ringi	1
läima		1
omatma		1
nautuma		1
lauama		1
tkaduma		1
õppitma		1
saatsima		1
info		1
müüjma		1
reisima	tagasi	1
meetma		1
kirjutama	vaja	1
meeldinud...		1
lennama		4
jõutma		4
sõidma	ära	2
panema	kõrval	1
sõitsima		2
küülastama		1
näitek		1
judma		1
ronima	alla	1
nuutama		1
jõidma		1
kaisima		1
minema	alla	1
ronitama		1
ujutama		1
jäma		2
numbrima		1
sauma		1
karjama		2
teha		3
kookama		1
meeldib		1
rääkidama		1
kirjutama	tagast	1
hakasima		1
vaadama	labi	1
joudma	tagasi	1
sõitsma		1
Tervitade		1
mütlema		1
sõitdev		1
töödma		2
hilima		2
šoppima		2
lasma		1
kommima		1
ütlesima		1
mtõtlema		1
plaanisema		1
taršima		1
startima		1
tundma	tagasi	1
söija		1
seletama	ilma	1
lõpama		1
jöudma		2
seisma	kohal	2
ärgama	üles	1
alustama	tagasi	1
vaatama	ära	1
joudma		1
sellitama		1
lahenduma		2
sõitsema		3
leppema	kokku	1
sadam		1
reisime		1
jäma	rahul	1
märgitama		1
jagatma		1
võetama		1
ehistama		1
kogunima	taha	1
katkima		1
tegema	järele	1
meeldma		1
hilgema		2
tedma		1
juugama		2
reagi_rida		1
läksma		1
õppimma		1
lauma		2
lasma	sisse	1
tulema	kinni	1
praktiserima		2
footoma		1
käingma		1
kirutama		1
milltima		1
sõtsima		2
päevatama		1
vasitama	ära	1
melldis		1
orienteruma		1
tahak		1
Rugodib		1
lasema	sisse	1
ootaama		1
reima		1
kutsuma	sisse	1
sõdma		2
tegema	kaasa	5
otsustama	moodi	1
adopteerima		1
jonnestama		1
praktilisema		1
sõitma	alla	1
Kirj_uja		1
reegistreritama		1
haiskama		1
ooksendama	täis	1
hammustama	tagasi	1
jälgima	ilma	1
likkuma		1
põhkuma		1
ölema		2
näma	välja	1
murema		2
vabandus		1
koosma		2
suhtlema	koos	1
onnestuma		1
tuline		1
sia		2
eksime		1
nägemä		1
mängima	üles	1
saama	vaja	2
meelitlema		1
töövarjutama		1
seedima		1
töötav		1
eda-siõppida		1
väidma		1
lendma		1
eldama		1
tegema	koos	2
valjendama		1
kokama		3
vaieldama		4
tööötama		1
ema@bu.uma		1
ilmuv		1
muutuma	kaasa	1
moteveerima		1
ilmunema		1
soovima	edasi	1
kaaluma	üles	1
näitme		1
deskuteerima		1
õõtlema		2
andma	järele	2
näitama	poolt	1
purjetama		1
korrastama		1
muttuma		1
vähenduma		1
tutvuuma		1
aidma		1
õigustama		1
surfima		3
suunama	vastu	1
ümberkujunema		1
ümber_suuna		1
oodeama		1
muulama		1
komunitseerima		1
luba		1
tuntama		1
tekkima	vastu	2
tulema	kaas	1
vaitlema		1
provotseerima		1
nautima	alla	1
hoitma		1
progresseerima		1
saavuma		1
üldima		1
muudetuma		1
arritama		1
astuma	järele	1
kinlustama		1
antud		1
vestlema	kokku	2
räakima		2
normaliserima		1
kiri		1
võdlema		2
jääma	sees	1
aktsebteerima		1
defineerima		1
uurima	valja	1
kasvatama	üle	1
katsema		2
jäama		1
leidma	kokku	1
ühenema		1
väkendama		1
kirima		1
andma	üle	2
veetma	kokku	1
veenma	ümber	2
streerima		1
unustuma		1
piiritama		2
ööelma		1
vestelgma		1
abielluma		1
küituma		1
olema	rahule	1
võõrdlema		1
särkama		1
kontsertima		1
pidama	järele	1
tundma	vastu	2
huvita=tud		2
ühindama		1
ausama		1
küsitlema		1
arenima		1
hirmuma		2
parandatama		1
aetama		1
parandama	vaja	1
serveerima		1
heegeldama		1
kuduma		1
robima		1
stressima		3
transleerima		1
läbi_vaadata		1
paigutama	ümber	2
jaagama		1
juurutama		1
adapteerima		2
toodma		1
allama		1
üles_kasvatatud		1
kannama		1
loovuma		1
tekelema		1
saama	arust	1
tahtma	nõus	1
langema	kokku	2
mõeldma		1
õppima	peale	1
halvanema		1
arvavama		1
ekspereminteerima		1
selle=tud		1
kukkuma	alla	2
võreldama		7
tööt		1
soovikima		1
intervjueerima		3
usutama		1
otsustama	ära	2
tahatm-		1
kokitama		1
konkureeruma		1
baseeruma		1
lendama	kaasa	1
teadma	üles	1
hoema		1
viibikne		1
tähetama		1
sisama		1
laialdama		1
komenteerima		1
unustama	eest	1
reisima	edasi	1
tahaktms		3
mõjutama	peale	1
programme_rida		1
vordlema		1
aitäma		1
eituma		1
ausma		1
naitma		1
vaenlama		1
nägema	tagasi	1
pudutama	kokku	1
kollektsioneerima		1
katulema		1
üteldma		1
suhtuma	vastu	1
olev		1
lasema	läbi	1
laskma	läbi	2
ühedama		1
lihtnema		1
vaidlemata		2
kaitsema		1
blokeerima		2
sporgima		1
sobima	kohale	1
roonima		1
otsustama	edasi	1
mittenõustuma		1
jääma	edasi, kaasas	1
surfifa		1
teetma		1
arenema	koos	1
sarnane		1
reastama		1
tõstma	esile	3
elama	sisse	1
koureerima		1
valja_nägema		1
läbi_viima		1
küsima	üle	1
oli		1
solvustama		1
viivitama		1
heitma	peale	1
allutama		1
püksma		1
joonistama	juurde	1
öbidas		1
süia		1
eadma		1
jahama		1
komenreerima		1
aitama	vaja	1
interveerima		1
ilustreerima		3
klepima		1
muretsema	ära	5
illustreerima		2
puhk		1
ema		1
loomama		1
fantaseerima		2
ööp		5
helsitama		1
kirjulama		1
värvitama		1
joonsitama		1
raatsima	kokku	1
jautama		1
broonerima		1
abi		2
päevitsema		1
otsima	ülesse	1
ett_etellima		1
välja_mõtlema		1
raakima	üle	1
oobema		1
vastama	ära	1
suurma		1
jutustuma		1
lootma	vastu	1
jalutma		1
kirjtuma		1
tublema		1
rääkida/kirjutama		1
maksema		2
käiima		1
ööbuma		1
taitma		1
lenutama		1
küalstama		1
ehkima		1
öbima		3
vabanus		1
tervima		1
koostama	edasi	1
tuttvustama		1
programmerima		1
proekteerima		2
reklamema		1
reklaame_rida		1
valistama		1
Ootan		1
ostuma		1
vadatama		1
rand		1
sööt		1
ootama	eest	2
kirjutama	juurde	1
tulema	jooks	1
õpkima		1
peeldima		1
tektima		1
ütlema	tagasi	1
mötlema		1
õõbima		2
varvima		1
oskama	vaja	1
huuvitsema		1
jalutama	ümber	1
kleepima		2
kirjudama		2
toidutama		1
kostitama		1
planeeritama		1
kokkulepitama		1
shoppima		1
helista.a		1
kirjutame		1
kohuma		1
uutama		1
vesteldama		1
kutsutma		1
meiegarääkima		1
koostma	välja	1
praetama		1
tegema	vaja, juurde	1
meistrema		1
kirjutadam		1
vendima		1
kirjutlama		1
kääima		1
magama	koos	1
kümnendama		1
sõitama	juurde	1
huvi		1
tullkma		1
jalustama		1
reegistrerima		1
naitäma		1
supeldama		1
disainima		2
pihkama		1
sõppradegama		1
sööma	juurde	1
klepsutama		1
päevistama		1
jääma	vastu	1
hilinema	ära	1
kalastama		1
puhkma		1
saatma	valmis	1
sõitma	maha	1
sõitma	vaja	1
võtma	kaasa, ette	1
korigeerima		1
võtma	peale	1
joonustama		2
nägema	vaja	1
juhtama		2
mõletama		2
maalima	üle	1
helistame		1
ehitaksima		1
mänguma		1
kootma		1
söidma		1
sõima		1
kuus		1
minema	jahti	1
tahtsuma		1
sääma		1
valastama		1
valgustama	vaja	1
lahen-dama		1
käja	ringi	1
oema		1
testima		1
sele		1
lahetama		2
vesi		1
kolema		5
raeskama		1
mõtlema	ette	1
uurima	läbi	1
kuuluma	läbi	1
katkesatama		1
ette_vamistama		1
kategoriseerima		1
nägema	edasi	1
delegeerima		1
osustama		2
kuulma	läbi	2
sõidama	läbi	1
alg_aste		26
siltuma		1
kultuama		1
kasutadama		1
seletuma		1
osalema	edasi	5
nähas		1
lahedama		2
tegele		1
muretsema	vastu	1
laiskama		2
muutus		1
esitama	poolt	1
jätma	taga	1
upkuma		1
lett		1
juhima		3
muretsema	eest	1
leidma	tõttu	1
tuvastama		1
pidama	heaks	1
aktsinteerima		1
ehmatama		1
roppendama		1
raskama		3
maksma	juurde	1
tekkema		1
probleemima		3
stoppima		1
konrraldama		1
raha		1
kehtsestama		1
võtma	edasi	2
ärgitama		1
voolama	ära	1
muuretma		1
lubastema		1
putuma	kokku	1
algastma		1
rääkitama		1
väitima		1
diagnosteeruma		1
läbivi_itsin		1
möline		1
rahunema	maha	4
hingama	sisse-välja	1
tagastama	tagasi	1
nuutma		1
küsima	nõus	1
vaidpeama		1
tasuma	eest	1
leevinduma		1
leevenduma		1
õpima	läbi	1
vaenlastama		1
elustama		1
tekki=nud		1
närvitsema		2
tekidama		1
aktiviseeritama		1
jätma	tagasi	1
leinma		1
kannatama	üle	1
muredsema		1
täiestama		1
palluma		1
fookusema		1
pahama		1
muutuma	ümber	1
põhjestama		1
sõltuv		1
saabuma	tagasi	1
jõudma	läbi	1
jälgima	edasi	1
riskama		1
eksploteerima		1
aktsenseerima		1
saama	taga	1
karjustama		1
täinduma		1
mahu		1
värima		1
muuutma		1
alag_aste		1
fookuseerima		1
raikama		2
soovtama		1
nõrgendama		1
muretsema	vaja	2
läbi_mõeldud		1
tegelema	vaja	1
ülekoormustama		1
mõjutama	eest	1
ähverdama		1
läbima	edasi	1
alanema		1
sorterima		1
kurvama		1
reserveerima		1
tületsema		1
närverima		1
jätaktma		1
lõppetma		1
taasma		1
arvustama		1
makama		1
dimotiveerima		1
näljuma		1
lapetama		1
katkena		1
lühenema		1
enese_tappav		1
täiendama	läbi	1
panema	järele	1
libe		1
nutima		1
surenema		1
soitma	ära	1
kasvama	kokku	1
kosvama		1
osema		1
võtma	võlgu	1
raistma		1
tasa_kaaluma		1
normaliseerima		1
sõie		1
austa=tud		1
mottlema		1
elama	lahti	1
lahjendama		4
lahjendama	ära	1
änalüüsima		1
kuulma	ära	1
käidma		1
ekvelikreerima		1
pööranema		1
tegema	taha	1
selgitama	ära	1
mutma		1
konspekteerima		1
feilima		1
kottima		1
muutma	poole	1
olema	vaja, nõus	1
asuma	sisse	1
olema	vajat	2
põrkuma		2
välja_mõelnud		1
jätma	taha	1
puutma		1
lahendama	arä	1
mäaletama		1
tegutsema	edasi	1
soovitama	ära	1
langetama	edasi	1
painutama	üle	1
osalema	vastu	1
lükkama	tagasi	1
kaksama		1
kontrollima	ara	1
koolitama		1
vaienema		1
lõppus		1
jõudsima		1
taotlema		1
invisteerima		2
raiskma		1
halvestama		1
arvanm		1
murets		1
võttama	kokku	1
panema	edasi	2
katkestama	ära	1
kulelema		1
tegimata		1
võtma	ümber	1
rääkima	lahti	1
ravistama		2
katkestus		1
kolema	ära	1
tääkima		1
ül_ean=tud		1
klaarima		1
askama		1
üle_trenn		1
tändma	ette	1
reflekseerima		1
ilmutama		1
otsustma		1
magama	üle	2
kasitama		1
labima		1
kadu		1
loema	läbi	1
täpsuma		1
möötama	läbi	1
mõjoma		1
kontsentrerima		1
jäätkama		1
lopetuma		1
murestema		1
toimuvama		1
likvideerima		1
käivituma		1
maksma	vastu	1
libema		1
kiirestama		1
hajuma		1
instruktorima		1
kitsendama		1
inistama		1
jõudma	vaja	1
raisatama		4
mõte		1
tegeluma		1
